"SITE_ID","YEAR","WEEK","DATEON","DATEOFF","SO2_CONC","SO4_CONC","NO3_CONC","HNO3_CONC","TNO3_CONC","NH4_CONC","CA_CONC","NA_CONC","MG_CONC","K_CONC","CL_CONC"
"BVL130","2016.0","29.0","07/12/2016 09:00:00","07/19/2016 08:00:00","0.71","1.213","0.524","0.763","1.275","0.351","0.351","0.083","0.068","0.065","0.033"
"BVL130","2016.0","30.0","07/19/2016 09:00:00","07/26/2016 08:00:00","0.546","1.795","0.293","1.048","1.324","0.686","0.203","0.037","0.043","0.05","0.032"
"ALH157","2016.0","30.0","07/19/2016 09:00:00","07/26/2016 08:00:00","0.793","2.056","0.39","1.053","1.427","0.69","0.334","0.06","0.046","0.072","0.034"
"STK138","2016.0","30.0","07/19/2016 09:00:00","07/26/2016 08:00:00","0.673","1.292","0.448","0.853","1.287","0.471","0.404","0.053","0.119","0.074","0.031"
"BVL130","2016.0","31.0","07/26/2016 09:00:00","08/02/2016 08:00:00","0.571","2.101","0.637","1.616","2.228","0.715","0.498","0.012","0.092","0.05","0.033"
"STK138","2016.0","31.0","07/26/2016 09:00:00","08/02/2016 08:00:00","0.562","1.754","0.776","1.111","1.869","0.706","0.584","0.015","0.281","0.064","0.033"
"ALH157","2016.0","31.0","07/26/2016 09:00:00","08/02/2016 08:00:00","0.744","1.681","0.464","0.996","1.443","0.585","0.623","0.016","0.053","0.056","0.032"
"ALH157","2017.0","27.0","07/04/2017 09:00:00","07/11/2017 08:00:00","0.795","2.057","0.457","1.307","1.744","0.714","0.883","0.027","0.116","0.111","0.032"
"STK138","2017.0","27.0","07/04/2017 09:00:00","07/11/2017 08:00:00","0.319","1.092","0.935","0.611","1.537","0.216","1.324","0.018","0.285","0.114","0.043"
"BVL130","2017.0","27.0","07/04/2017 09:00:00","07/11/2017 08:00:00","0.592","1.963","0.809","1.672","2.455","0.646","0.784","0.025","0.182","0.276","0.032"
"ALH157","2017.0","28.0","07/11/2017 09:00:00","07/18/2017 08:00:00","0.649","1.587","0.679","1.174","1.834","0.494","0.749","0.061","0.094","0.069","0.033"
"STK138","2017.0","28.0","07/11/2017 09:00:00","07/18/2017 08:00:00","0.315","0.853","0.705","0.629","1.324","0.314","0.671","0.021","0.167","0.08","0.032"
"BVL130","2017.0","28.0","07/11/2017 09:00:00","07/18/2017 08:00:00","0.651","1.554","0.726","1.341","2.046","0.518","0.628","0.044","0.13","0.059","0.033"
"ALH157","2017.0","29.0","07/18/2017 09:00:00","07/25/2017 08:00:00","0.736","2.233","0.549","1.262","1.791","0.801","0.757","0.047","0.1","0.083","0.032"
"BVL130","2017.0","29.0","07/18/2017 09:00:00","07/25/2017 08:00:00","0.605","2.09","0.687","1.132","1.801","0.719","0.588","0.034","0.102","0.066","0.032"
"STK138","2017.0","29.0","07/18/2017 09:00:00","07/25/2017 08:00:00","0.284","0.884","0.534","0.519","1.045","0.335","0.452","0.015","0.117","0.069","0.034"
"ALH157","2017.0","30.0","07/25/2017 09:00:00","08/01/2017 08:00:00","0.726","1.731","0.38","1.002","1.366","0.711","0.334","0.021","0.049","0.067","0.033"
"STK138","2017.0","30.0","07/25/2017 09:00:00","08/01/2017 08:00:00","0.528","1.179","0.31","0.996","1.291","0.445","0.476","0.014","0.2","0.054","0.032"
"BVL130","2017.0","30.0","07/25/2017 09:00:00","08/01/2017 08:00:00","0.696","1.529","0.52","1.115","1.616","0.626","0.534","0.024","0.118","0.06","0.033"
"ALH157","2018.0","27.0","07/03/2018 09:00:00","07/10/2018 08:00:00","0.821","1.494","0.349","1.141","1.472","0.499","0.376","0.055","0.067","0.181","0.032"
"BVL130","2018.0","27.0","07/03/2018 09:00:00","07/10/2018 08:00:00","0.722","1.486","0.413","1.132","1.527","0.504","0.381","0.041","0.089","0.12","0.033"
"STK138","2018.0","27.0","07/03/2018 09:00:00","07/10/2018 08:00:00","0.514","1.252","0.706","1.0","1.69","0.44","0.957","0.042","0.231","0.144","0.032"
"BVL130","2018.0","28.0","07/10/2018 09:00:00","07/17/2018 08:00:00","0.513","1.413","0.558","1.045","1.586","0.433","0.684","0.018","0.121","0.068","0.033"
"STK138","2018.0","28.0","07/10/2018 09:00:00","07/17/2018 08:00:00","0.425","1.016","0.385","0.978","1.348","0.347","0.598","0.015","0.223","0.068","0.032"
"ALH157","2018.0","28.0","07/10/2018 09:00:00","07/17/2018 08:00:00","0.773","1.585","0.328","1.243","1.552","0.449","0.657","0.02","0.069","0.07","0.033"
"ALH157","2018.0","29.0","07/17/2018 09:00:00","07/24/2018 08:00:00","0.406","1.113","0.409","0.737","1.135","0.462","0.502","0.016","0.072","0.056","0.032"
"BVL130","2018.0","29.0","07/17/2018 09:00:00","07/24/2018 08:00:00","0.402","1.0","0.581","0.66","1.23","0.386","0.477","0.019","0.123","0.052","0.033"
"STK138","2018.0","29.0","07/17/2018 09:00:00","07/24/2018 08:00:00","0.339","1.054","0.274","0.69","0.953","0.422","0.401","0.018","0.177","0.065","0.032"
"ALH157","2018.0","30.0","07/24/2018 09:00:00","07/31/2018 08:00:00","0.296","0.888","0.515","0.482","0.99","0.368","0.799","0.014","0.085","0.057","0.033"
"BVL130","2018.0","30.0","07/24/2018 09:00:00","07/31/2018 08:00:00","0.313","0.76","0.565","0.592","1.147","0.331","0.564","0.016","0.112","0.056","0.033"
"STK138","2018.0","30.0","07/24/2018 09:00:00","07/31/2018 08:00:00","0.224","0.634","0.634","0.382","1.01","0.284","1.364","0.019","0.347","0.07","0.033"
"BVL130","2018.0","31.0","07/31/2018 09:00:00","08/07/2018 08:00:00","0.614","1.746","0.596","1.236","1.812","0.673","0.589","0.051","0.077","0.077","0.033"
"STK138","2018.0","31.0","07/31/2018 09:00:00","08/07/2018 08:00:00","0.312","0.95","0.583","0.655","1.228","0.159","1.006","0.013","0.273","0.082","0.032"
"ALH157","2018.0","31.0","07/31/2018 09:00:00","08/07/2018 08:00:00","0.896","1.766","0.749","1.323","2.05","0.611","0.824","0.073","0.096","0.078","0.033"
"BVL130","2019.0","27.0","07/02/2019 09:00:00","07/09/2019 08:00:00","0.377","1.46","0.459","1.478","1.913","0.589","0.305","0.041","0.078","0.115","0.033"
"ALH157","2019.0","27.0","07/02/2019 09:00:00","07/09/2019 08:00:00","0.426","1.892","0.624","1.227","1.831","0.668","0.42","0.076","0.08","0.228","0.032"
"STK138","2019.0","27.0","07/02/2019 09:00:00","07/09/2019 08:00:00","0.359","0.945","0.628","0.913","1.526","0.502","0.447","0.028","0.136","0.157","0.032"
"ALH157","2019.0","28.0","07/09/2019 09:00:00","07/16/2019 08:00:00","0.588","1.51","0.641","1.293","1.913","0.545","0.677","0.073","0.091","0.078","0.039"
"STK138","2019.0","28.0","07/09/2019 09:00:00","07/16/2019 08:00:00","0.427","1.226","0.847","0.763","1.598","0.442","1.3","0.031","0.27","0.08","0.032"
"BVL130","2019.0","28.0","07/09/2019 09:00:00","07/16/2019 08:00:00","0.541","1.388","0.731","1.518","2.225","0.512","0.724","0.057","0.124","0.066","0.032"
"STK138","2019.0","29.0","07/16/2019 09:00:00","07/23/2019 08:00:00","0.259","0.963","0.796","0.377","1.167","0.348","0.725","0.16","0.182","0.079","0.036"
"ALH157","2019.0","29.0","07/16/2019 09:00:00","07/23/2019 08:00:00","0.555","1.524","0.713","0.748","1.449","0.503","0.403","0.208","0.065","0.067","0.032"
"BVL130","2019.0","29.0","07/16/2019 09:00:00","07/23/2019 08:00:00","0.49","1.681","0.859","0.889","1.734","0.616","0.438","0.214","0.101","0.072","0.033"
"ALH157","2019.0","30.0","07/23/2019 09:00:00","07/30/2019 08:00:00","0.653","1.4","0.406","1.057","1.445","0.547","0.554","0.022","0.075","0.072","0.033"
"STK138","2019.0","30.0","07/23/2019 09:00:00","07/30/2019 08:00:00","0.361","1.068","0.393","0.729","1.111","0.489","0.984","0.014","0.217","0.092","0.032"
"BVL130","2019.0","30.0","07/23/2019 09:00:00","07/30/2019 08:00:00","0.562","1.526","0.5","1.165","1.647","0.626","0.549","0.022","0.125","0.068","0.033"
"BVL130","2019.0","31.0","07/30/2019 09:00:00","08/06/2019 08:00:00","0.439","1.312","0.713","1.678","2.363","0.509","0.657","0.027","0.172","0.058","0.033"
"STK138","2019.0","31.0","07/30/2019 09:00:00","08/06/2019 08:00:00","0.263","0.803","0.527","1.109","1.618","0.298","0.945","0.016","0.309","0.072","0.033"
"ALH157","2019.0","31.0","07/30/2019 09:00:00","08/06/2019 08:00:00","0.365","1.702","0.562","1.253","1.796","0.652","0.588","0.018","0.092","0.063","0.033"
"STK138","2020.0","28.0","07/07/2020 09:00:00","07/14/2020 08:00:00","0.284","1.126","0.446","0.73","1.164","0.427","0.457","0.012","0.115","0.096","0.033"
"ALH157","2020.0","28.0","07/07/2020 09:00:00","07/14/2020 08:00:00","0.768","1.603","0.313","1.367","1.658","0.502","0.638","0.029","0.072","0.086","0.033"
"BVL130","2020.0","28.0","07/07/2020 09:00:00","07/14/2020 08:00:00","0.389","1.437","0.376","1.233","1.59","0.506","0.361","0.016","0.074","0.08","0.033"
"STK138","2020.0","29.0","07/14/2020 09:00:00","07/21/2020 08:00:00","0.335","1.196","0.537","0.649","1.176","0.458","0.537","0.042","0.131","0.07","0.033"
"ALH157","2020.0","29.0","07/14/2020 09:00:00","07/21/2020 08:00:00","0.77","1.685","0.456","0.916","1.357","0.524","0.409","0.064","0.054","0.084","0.034"
"BVL130","2020.0","29.0","07/14/2020 09:00:00","07/21/2020 08:00:00","0.571","1.379","0.326","1.314","1.619","0.441","0.354","0.046","0.063","0.053","0.032"
"BVL130","2020.0","30.0","07/21/2020 09:00:00","07/28/2020 08:00:00","0.406","1.155","0.463","1.077","1.523","0.404","0.358","0.032","0.086","0.051","0.033"
"STK138","2020.0","30.0","07/21/2020 09:00:00","07/28/2020 08:00:00","0.409","1.001","0.287","0.963","1.235","0.273","0.602","0.026","0.157","0.066","0.032"
"ALH157","2020.0","30.0","07/21/2020 09:00:00","07/28/2020 08:00:00","0.653","1.119","0.16","0.996","1.14","0.309","0.3","0.047","0.046","0.054","0.033"
"BVL130","2020.0","31.0","07/28/2020 09:00:00","08/04/2020 08:00:00","0.37","0.892","0.513","0.689","1.191","0.339","0.418","0.015","0.087","0.044","0.033"
"ALH157","2020.0","31.0","07/28/2020 09:00:00","08/04/2020 08:00:00","0.404","0.937","0.352","0.46","0.805","0.351","0.393","0.014","0.061","0.055","0.038"
"STK138","2020.0","31.0","07/28/2020 09:00:00","08/04/2020 08:00:00","0.217","0.454","0.362","0.412","0.768","0.2","0.676","0.021","0.233","0.059","0.033"
"STK138","2015.0","32.0","08/04/2015 09:00:00","08/11/2015 08:00:00","0.588","1.438","0.569","0.973","1.527","0.412","0.711","0.016","0.294","0.06","0.037"
"ALH157","2015.0","32.0","08/04/2015 09:00:00","08/11/2015 08:00:00","0.947","2.668","0.332","1.011","1.327","0.905","0.338","0.02","0.039","0.064","0.033"
"BVL130","2015.0","32.0","08/04/2015 09:00:00","08/11/2015 08:00:00","1.378","2.916","1.021","1.029","2.034","0.951","0.798","0.02","0.143","0.051","0.033"
"ALH157","2015.0","33.0","08/11/2015 09:00:00","08/18/2015 08:00:00","1.194","1.986","0.496","1.303","1.779","0.77","0.546","0.029","0.059","0.056","0.033"
"BVL130","2015.0","33.0","08/11/2015 09:00:00","08/18/2015 08:00:00","1.183","2.169","0.62","1.233","1.833","0.761","0.714","0.028","0.095","0.059","0.033"
"STK138","2015.0","33.0","08/11/2015 09:00:00","08/18/2015 08:00:00","0.532","1.639","1.255","0.389","1.638","0.444","1.785","0.019","0.295","0.081","0.032"
"BVL130","2015.0","34.0","08/18/2015 09:00:00","08/25/2015 08:00:00","0.708","1.297","0.422","0.529","0.942","0.486","0.443","0.013","0.057","0.064","0.033"
"ALH157","2015.0","34.0","08/18/2015 09:00:00","08/25/2015 08:00:00","0.634","1.373","0.373","0.759","1.12","0.389","0.483","0.017","0.053","0.067","0.033"
"STK138","2015.0","34.0","08/18/2015 09:00:00","08/25/2015 08:00:00","0.613","1.036","0.373","0.433","0.799","0.402","0.57","0.014","0.127","0.06","0.032"
"ALH157","2015.0","35.0","08/25/2015 09:00:00","09/01/2015 08:00:00","0.822","2.004","0.691","0.774","1.453","0.712","0.688","0.028","0.081","0.108","0.033"
"STK138","2015.0","35.0","08/25/2015 09:00:00","09/01/2015 08:00:00","0.769","2.415","0.76","1.122","1.864","0.806","0.708","0.023","0.188","0.074","0.032"
"BVL130","2015.0","35.0","08/25/2015 09:00:00","09/01/2015 08:00:00","0.682","2.43","0.507","1.435","1.918","0.696","0.659","0.029","0.112","0.081","0.033"
"ALH157","2016.0","32.0","08/02/2016 09:00:00","08/09/2016 08:00:00","0.513","1.647","0.25","0.956","1.191","0.612","0.246","0.027","0.039","0.061","0.032"
"STK138","2016.0","32.0","08/02/2016 09:00:00","08/09/2016 08:00:00","0.501","1.565","0.527","1.153","1.662","0.607","0.44","0.016","0.176","0.059","0.032"
"BVL130","2016.0","32.0","08/02/2016 09:00:00","08/09/2016 08:00:00","0.445","1.879","0.688","1.448","2.113","0.751","0.595","0.02","0.121","0.057","0.032"
"ALH157","2016.0","33.0","08/09/2016 09:00:00","08/16/2016 08:00:00","0.763","1.846","0.383","0.963","1.33","0.673","0.297","0.039","0.032","0.068","0.033"
"STK138","2016.0","33.0","08/09/2016 09:00:00","08/16/2016 08:00:00","0.567","1.939","0.637","0.935","1.557","0.774","0.462","0.038","0.173","0.295","0.039"
"BVL130","2016.0","33.0","08/09/2016 09:00:00","08/16/2016 08:00:00","0.62","1.847","0.551","1.212","1.743","0.65","0.389","0.044","0.07","0.059","0.033"
"STK138","2016.0","34.0","08/16/2016 09:00:00","08/23/2016 08:00:00","0.401","1.114","0.565","0.479","1.036","0.426","0.591","0.011","0.126","0.066","0.032"
"ALH157","2016.0","34.0","08/16/2016 09:00:00","08/23/2016 08:00:00","0.576","1.393","0.19","0.767","0.945","0.439","0.309","0.018","0.032","0.071","0.033"
"BVL130","2016.0","34.0","08/16/2016 09:00:00","08/23/2016 08:00:00","0.651","2.273","0.155","0.981","1.12","0.784","0.203","0.015","0.03","0.086","0.033"
"STK138","2016.0","35.0","08/23/2016 09:00:00","08/30/2016 08:00:00","0.422","1.345","0.65","0.765","1.403","0.548","0.377","0.023","0.114","0.08","0.032"
"ALH157","2016.0","35.0","08/23/2016 09:00:00","08/30/2016 08:00:00","1.213","2.722","0.565","1.209","1.754","0.827","0.463","0.156","0.055","","0.033"
"BVL130","2016.0","35.0","08/23/2016 09:00:00","08/30/2016 08:00:00","0.726","1.846","0.433","1.05","1.467","0.706","0.244","0.059","0.042","0.083","0.033"
"STK138","2016.0","36.0","08/30/2016 09:00:00","09/06/2016 08:00:00","0.677","0.95","0.404","0.781","1.172","0.418","0.397","0.023","0.141","0.074","0.033"
"BVL130","2016.0","36.0","08/30/2016 09:00:00","09/06/2016 08:00:00","0.504","1.217","0.376","0.811","1.174","0.508","0.494","0.023","0.093","0.069","0.033"
"ALH157","2016.0","36.0","08/30/2016 09:00:00","09/06/2016 08:00:00","0.787","1.307","0.307","0.667","0.964","0.511","0.41","0.023","0.051","0.095","0.033"
"ALH157","2017.0","31.0","08/01/2017 09:00:00","08/08/2017 08:00:00","0.879","1.819","0.548","0.849","1.384","0.63","0.73","0.013","0.06","0.061","0.033"
"STK138","2017.0","31.0","08/01/2017 09:00:00","08/08/2017 08:00:00","0.394","1.114","0.873","0.624","1.486","0.359","1.204","0.012","0.301","0.065","0.033"
"BVL130","2017.0","31.0","08/01/2017 09:00:00","08/08/2017 08:00:00","0.735","1.674","0.645","0.845","1.476","0.63","0.668","0.015","0.1","0.056","0.033"
"STK138","2017.0","32.0","08/08/2017 09:00:00","08/15/2017 08:00:00","0.465","0.773","0.474","0.534","0.999","0.265","0.689","0.013","0.265","0.056","0.033"
"ALH157","2017.0","32.0","08/08/2017 09:00:00","08/15/2017 08:00:00","0.868","1.606","0.424","0.849","1.259","0.64","0.411","0.014","0.046","0.055","0.033"
"BVL130","2017.0","32.0","08/08/2017 09:00:00","08/15/2017 08:00:00","0.612","1.421","0.389","1.143","1.514","0.509","0.447","0.014","0.078","0.048","0.04"
"STK138","2017.0","33.0","08/15/2017 09:00:00","08/22/2017 08:00:00","0.459","1.073","0.458","0.746","1.192","0.434","0.468","0.017","0.161","0.086","0.028"
"ALH157","2017.0","33.0","08/15/2017 09:00:00","08/22/2017 08:00:00","1.064","1.993","0.516","1.045","1.545","0.68","0.552","0.047","0.054","0.082","0.032"
"BVL130","2017.0","33.0","08/15/2017 09:00:00","08/22/2017 08:00:00","0.713","1.806","0.455","0.833","1.275","0.639","0.548","0.03","0.076","0.074","0.033"
"STK138","2017.0","34.0","08/22/2017 09:00:00","08/29/2017 08:00:00","0.437","0.969","0.594","0.81","1.391","0.335","0.494","0.029","0.209","0.073","0.036"
"BVL130","2017.0","34.0","08/22/2017 09:00:00","08/29/2017 08:00:00","0.732","1.129","0.533","0.986","1.502","0.442","0.539","0.026","0.123","0.068","0.034"
"ALH157","2017.0","34.0","08/22/2017 09:00:00","08/29/2017 08:00:00","0.651","1.259","0.478","0.627","1.095","0.518","0.541","0.019","0.085","0.07","0.033"
"BVL130","2017.0","35.0","08/29/2017 09:00:00","09/05/2017 08:00:00","0.705","1.371","0.661","1.102","1.745","0.548","0.871","0.026","0.19","0.087","0.033"
"STK138","2017.0","35.0","08/29/2017 09:00:00","09/05/2017 08:00:00","0.469","1.014","0.327","0.855","1.168","0.327","0.856","0.021","0.254","0.109","0.034"
"ALH157","2017.0","35.0","08/29/2017 09:00:00","09/05/2017 08:00:00","0.732","1.593","0.459","0.895","1.34","0.612","0.773","0.02","0.088","0.089","0.033"
"ALH157","2018.0","32.0","08/07/2018 09:00:00","08/14/2018 08:00:00","0.62","1.51","0.288","1.195","1.463","0.574","0.448","0.024","0.059","0.106","0.032"
"BVL130","2018.0","32.0","08/07/2018 09:00:00","08/14/2018 08:00:00","0.702","1.462","0.374","1.517","1.866","0.542","0.424","0.02","0.08","0.1","0.033"
"STK138","2018.0","32.0","08/07/2018 09:00:00","08/14/2018 08:00:00","0.303","0.849","0.267","0.999","1.251","0.339","0.576","0.011","0.219","0.15","0.032"
"STK138","2018.0","33.0","08/14/2018 09:00:00","08/21/2018 08:00:00","0.362","1.813","0.586","1.053","1.622","0.666","0.415","0.032","0.135","0.168","0.032"
"BVL130","2018.0","33.0","08/14/2018 09:00:00","08/21/2018 08:00:00","0.401","1.845","0.327","0.967","1.278","0.624","0.281","0.031","0.061","0.119","0.033"
"ALH157","2018.0","33.0","08/14/2018 09:00:00","08/21/2018 08:00:00","0.773","1.884","0.352","0.868","1.206","0.539","0.327","0.043","0.052","0.115","0.033"
"STK138","2018.0","34.0","08/21/2018 09:00:00","08/28/2018 08:00:00","0.356","1.766","0.313","0.776","1.077","0.573","0.54","0.046","0.125","0.151","0.033"
"ALH157","2018.0","34.0","08/21/2018 09:00:00","08/28/2018 08:00:00","0.949","1.652","0.399","0.696","1.085","0.695","0.41","0.053","0.056","0.15","0.033"
"BVL130","2018.0","34.0","08/21/2018 09:00:00","08/28/2018 08:00:00","0.706","1.732","0.318","0.674","0.981","0.71","0.327","0.053","0.054","0.156","0.034"
"ALH157","2018.0","35.0","08/28/2018 09:00:00","09/04/2018 08:00:00","0.881","1.47","0.527","0.578","1.096","0.428","0.396","0.14","0.067","0.113","0.033"
"BVL130","2018.0","35.0","08/28/2018 09:00:00","09/04/2018 08:00:00","0.502","1.193","0.423","0.671","1.083","0.414","0.315","0.102","0.069","0.086","0.033"
"STK138","2018.0","35.0","08/28/2018 09:00:00","09/04/2018 08:00:00","0.527","0.862","0.371","0.55","0.912","0.305","0.154","0.041","0.057","0.161","0.032"
"BVL130","2019.0","32.0","08/06/2019 09:00:00","08/13/2019 08:00:00","0.457","1.081","0.77","1.069","1.822","0.411","0.579","0.021","0.124","0.06","0.033"
"ALH157","2019.0","32.0","08/06/2019 09:00:00","08/13/2019 08:00:00","0.704","1.655","0.645","1.212","1.837","0.492","0.76","0.04","0.093","0.064","0.032"
"STK138","2019.0","32.0","08/06/2019 09:00:00","08/13/2019 08:00:00","0.263","1.042","0.715","0.313","1.024","0.317","0.8","0.012","0.198","0.071","0.033"
"BVL130","2019.0","33.0","08/13/2019 09:00:00","08/20/2019 08:00:00","0.314","1.071","0.292","0.954","1.231","0.415","0.261","0.017","0.047","0.059","0.033"
"STK138","2019.0","33.0","08/13/2019 09:00:00","08/20/2019 08:00:00","0.282","0.819","0.456","0.451","0.899","0.278","0.409","0.008","0.099","0.069","0.048"
"ALH157","2019.0","33.0","08/13/2019 09:00:00","08/20/2019 08:00:00","0.424","1.391","0.469","0.653","1.112","0.525","0.458","0.033","0.055","0.07","0.033"
"STK138","2019.0","34.0","08/20/2019 09:00:00","08/27/2019 08:00:00","0.358","0.627","0.442","0.543","0.976","0.261","0.26","0.013","0.1","0.067","0.033"
"ALH157","2019.0","34.0","08/20/2019 09:00:00","08/27/2019 08:00:00","","","","","","","","","","",""
"BVL130","2019.0","34.0","08/20/2019 09:00:00","08/27/2019 08:00:00","0.483","1.219","0.332","0.875","1.192","0.46","0.251","0.025","0.06","0.055","0.033"
"STK138","2019.0","35.0","08/27/2019 09:00:00","09/03/2019 08:00:00","0.24","0.75","0.5","0.297","0.792","0.216","0.825","0.014","0.171","0.075","0.033"
"ALH157","2019.0","35.0","08/27/2019 09:00:00","09/03/2019 08:00:00","","","","","","","","","","",""
"BVL130","2019.0","35.0","08/27/2019 09:00:00","09/03/2019 08:00:00","0.398","0.913","0.353","0.618","0.962","0.265","0.437","0.017","0.073","0.07","0.033"
"ALH157","2020.0","32.0","08/04/2020 09:00:00","08/11/2020 08:00:00","0.553","1.104","0.471","0.697","1.157","0.363","0.406","0.041","0.059","0.066","0.033"
"STK138","2020.0","32.0","08/04/2020 09:00:00","08/11/2020 08:00:00","0.267","1.043","0.636","0.501","1.129","0.15","0.912","0.024","0.244","0.065","0.047"
"BVL130","2020.0","32.0","08/04/2020 09:00:00","08/11/2020 08:00:00","0.411","1.246","0.694","0.947","1.626","0.445","0.602","0.031","0.149","0.065","0.033"
"STK138","2020.0","33.0","08/11/2020 09:00:00","08/18/2020 08:00:00","0.691","1.013","0.521","1.376","1.875","0.392","0.49","0.035","0.163","0.089","0.032"
"BVL130","2020.0","33.0","08/11/2020 09:00:00","08/18/2020 08:00:00","0.501","1.292","0.494","1.572","2.041","0.429","0.59","0.024","0.135","0.07","0.033"
"ALH157","2020.0","33.0","08/11/2020 09:00:00","08/18/2020 08:00:00","0.497","1.631","0.293","0.966","1.244","0.566","0.433","0.029","0.057","0.074","0.034"
"STK138","2020.0","34.0","08/18/2020 09:00:00","08/25/2020 08:00:00","0.531","1.201","0.871","0.67","1.53","0.461","1.272","0.016","0.258","0.105","0.032"
"BVL130","2020.0","34.0","08/18/2020 09:00:00","08/25/2020 08:00:00","0.491","1.427","0.876","1.028","1.887","0.539","1.027","0.02","0.175","0.067","0.033"
"ALH157","2020.0","34.0","08/18/2020 09:00:00","08/25/2020 08:00:00","0.821","1.793","0.547","0.98","1.512","0.627","0.853","0.018","0.095","0.069","0.033"
"ALH157","2020.0","35.0","08/25/2020 09:00:00","09/01/2020 08:00:00","0.946","1.732","0.822","0.588","1.401","0.539","0.699","0.113","0.096","0.098","0.033"
"STK138","2020.0","35.0","08/25/2020 09:00:00","09/01/2020 08:00:00","0.477","1.139","0.771","0.436","1.2","0.432","1.214","0.054","0.235","0.097","0.031"
"BVL130","2020.0","35.0","08/25/2020 09:00:00","09/01/2020 08:00:00","0.551","1.582","0.736","0.54","1.267","0.393","0.668","0.1","0.112","0.097","0.033"
"ALH157","2015.0","36.0","09/01/2015 09:00:00","09/08/2015 08:00:00","1.784","4.774","0.604","1.628","2.206","1.672","0.831","0.056","0.097","0.207","0.033"
"STK138","2015.0","36.0","09/01/2015 09:00:00","09/08/2015 08:00:00","0.868","2.944","1.128","1.078","2.189","0.987","0.944","0.049","0.213","0.119","0.037"
"BVL130","2015.0","36.0","09/01/2015 09:00:00","09/08/2015 08:00:00","1.708","3.645","0.457","1.111","1.55","1.392","0.482","0.044","0.066","0.151","0.032"
"BVL130","2015.0","37.0","09/08/2015 09:00:00","09/15/2015 08:00:00","1.522","0.991","0.403","0.824","1.214","0.372","0.254","0.025","0.054","0.137","0.035"
"STK138","2015.0","37.0","09/08/2015 09:00:00","09/15/2015 08:00:00","0.893","0.652","0.273","0.525","0.79","0.288","0.411","0.018","0.095","0.064","0.033"
"ALH157","2015.0","37.0","09/08/2015 09:00:00","09/15/2015 08:00:00","0.92","0.985","0.283","0.671","0.943","0.364","0.252","0.023","0.043","0.113","0.033"
"ALH157","2015.0","38.0","09/15/2015 09:00:00","09/22/2015 08:00:00","1.041","1.513","0.443","0.863","1.292","0.419","0.539","0.088","0.075","0.127","0.034"
"STK138","2015.0","38.0","09/15/2015 09:00:00","09/22/2015 08:00:00","1.047","0.959","0.442","0.641","1.073","0.412","0.256","0.043","0.073","0.084","0.037"
"BVL130","2015.0","38.0","09/15/2015 09:00:00","09/22/2015 08:00:00","2.421","1.473","0.491","0.852","1.329","0.563","0.49","0.059","0.065","0.095","0.035"
"BVL130","2015.0","39.0","09/22/2015 09:00:00","09/29/2015 08:00:00","1.433","2.214","1.029","1.631","2.633","0.657","0.984","0.052","0.215","0.12","0.035"
"ALH157","2015.0","39.0","09/22/2015 09:00:00","09/29/2015 08:00:00","1.298","2.051","0.659","1.066","1.709","0.407","0.82","0.037","0.091","0.106","0.033"
"STK138","2015.0","39.0","09/22/2015 09:00:00","09/29/2015 08:00:00","1.348","2.008","1.117","1.53","2.623","0.669","0.701","0.041","0.249","0.081","0.025"
"BVL130","2015.0","40.0","09/29/2015 09:00:00","10/06/2015 08:00:00","","","","","","","","","","",""
"STK138","2015.0","40.0","09/29/2015 09:00:00","10/06/2015 08:00:00","0.83","1.194","0.794","0.65","1.434","0.434","0.455","0.029","0.19","0.05","0.041"
"ALH157","2015.0","40.0","09/29/2015 09:00:00","10/06/2015 08:00:00","0.971","1.716","1.031","0.526","1.548","0.677","0.556","0.045","0.085","0.074","0.038"
"ALH157","2016.0","37.0","09/06/2016 09:00:00","09/13/2016 08:00:00","0.806","1.393","0.488","0.599","1.077","0.424","0.398","0.087","0.063","0.11","0.033"
"STK138","2016.0","37.0","09/06/2016 09:00:00","09/13/2016 08:00:00","0.42","1.198","0.51","0.485","0.987","0.436","0.442","0.074","0.105","0.085","0.033"
"BVL130","2016.0","37.0","09/06/2016 09:00:00","09/13/2016 08:00:00","0.626","1.482","0.332","0.69","1.011","0.474","0.273","0.071","0.052","0.103","0.033"
"ALH157","2016.0","38.0","09/13/2016 09:00:00","09/20/2016 08:00:00","0.88","1.913","0.383","1.271","1.634","0.613","0.43","0.02","0.054","0.146","0.033"
"STK138","2016.0","38.0","09/13/2016 09:00:00","09/20/2016 08:00:00","0.454","0.881","0.31","0.856","1.152","0.249","0.449","0.015","0.154","0.082","0.033"
"BVL130","2016.0","38.0","09/13/2016 09:00:00","09/20/2016 08:00:00","0.762","1.685","0.575","1.13","1.687","0.681","0.411","0.018","0.076","0.156","0.036"
"STK138","2016.0","39.0","09/20/2016 09:00:00","09/27/2016 08:00:00","0.607","1.813","1.104","0.999","2.088","0.788","0.552","0.022","0.14","0.137","0.033"
"BVL130","2016.0","39.0","09/20/2016 09:00:00","09/27/2016 08:00:00","1.511","3.406","1.245","2.096","3.308","1.234","1.206","0.03","0.18","0.203","0.043"
"ALH157","2016.0","39.0","09/20/2016 09:00:00","09/27/2016 08:00:00","1.822","2.803","0.538","1.907","2.415","0.814","0.873","0.027","0.091","0.171","0.033"
